;DATE;stations;lat;lon;y;x;z;h_reg;h_loc;WL_berekend;Q_in;Q_out;Q_net;Q_m
168;1-3-1978;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.25;0;0;0;622;0
169;1-3-1979;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.66999998;0;0;0;495.16;0
170;1-3-1980;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.63999998;0;0;0;488.18;0
171;1-3-1981;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.15;0;0;0;351.47;0
172;1-3-1982;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.83;0;0;0;179.62;0
173;1-3-1983;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.51999999;0;0;0;473.19;0
174;1-3-1984;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.27;0;0;0;602.81;0
175;1-3-1985;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.08;0;0;0;400.76;0
176;1-3-1986;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-1.00999998;0;0;0;280.92;0
177;1-3-1987;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.17;0;0;0;724.68;0
178;1-3-1988;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.10999996;0;0;0;497.43;0
179;1-3-1989;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.52;0;0;0;-0.35;0
180;1-3-1990;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;2.3599999;0;0;0;222.85;0
181;1-3-1991;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.21;0;0;0;417.48;0
182;1-3-1992;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.31;0;0;0;345.31;0
183;1-3-1993;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.69999999;0;0;0;1305.85;0
184;1-3-1994;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.089999996;0;0;0;655.7;0
185;1-3-1995;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.27999996;0;0;0;1133.71;0
186;1-3-1996;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.159999997;0;0;0;286.88;0
187;1-3-1997;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.02;0;0;0;838.48;0
188;1-3-1998;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.25;0;0;0;590.85;0
189;1-3-1999;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.66999998;0;0;0;779.94;0
190;1-3-2000;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.64999998;0;0;0;805.39;0
191;1-3-2001;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.15;0;0;0;372.81;0
192;1-3-2002;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.84999998;0;0;0;982.38;0
193;1-3-2003;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.51999999;0;0;0;471.51;0
194;1-3-2004;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.27;0;0;0;442.32;0
195;1-3-2005;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.08;0;0;0;616.64;0
196;1-3-2006;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.99999994;0;0;0;493.84;0
197;1-3-2007;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;2.0699999;0;0;0;-0.25;0
198;1-3-2008;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;3.41;0;0;0;-0.47;0
199;1-3-2009;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.21;0;0;0;813.97;0
200;1-3-2010;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.29999997;0;0;0;254.25;0
201;1-3-2011;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.289999994;0;0;0;961.98;0
202;1-4-1911;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.61;0;0;0;455.75;0
203;1-4-1912;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.57;0;0;0;567.78;0
204;1-4-1913;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.95999998;0;0;0;403.18;0
205;1-4-1914;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.87999998;0;0;0;1168.36;0
206;1-4-1915;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.04999996;0;0;0;451.03;0
207;1-4-1916;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.87;0;0;0;876.17;0
208;1-4-1917;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.93;0;0;0;59.33;0
209;1-4-1918;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.77;0;0;0;0.04;0
210;1-4-1919;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.17999996;0;0;0;398.57;0
211;1-4-1920;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.51;0;0;0;-0.56;0
212;1-4-1921;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.76999998;0;0;0;0.13;0
213;1-4-1922;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.71;0;0;0;-0.58;0
214;1-4-1923;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.30999999;0;0;0;0.07;0
215;1-4-1924;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.65;0;0;0;246.06;0
216;1-4-1925;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.84999998;0;0;0;10.14;0
217;1-4-1926;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.7;0;0;0;338.52;0
218;1-4-1927;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.89999998;0;0;0;340.52;0
219;1-4-1928;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.81999998;0;0;0;18.09;0
220;1-4-1929;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.12999996;0;0;0;0.45;0
221;1-4-1930;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.33;0;0;0;0.03;0
222;1-4-1931;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.25;0;0;0;464.63;0
223;1-4-1932;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.31999994;0;0;0;97.46;0
224;1-4-1933;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.39999998;0;0;0;-0.31;0
225;1-4-1934;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.39999998;0;0;0;-0.16;0
226;1-4-1935;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;1.06;0;0;0;84.76;0
227;1-4-1936;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.42;0;0;0;-0.04;0
228;1-4-1937;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.08;0;0;0;888.09;0
229;1-4-1938;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.52;0;0;0;-0.21;0
230;1-4-1939;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.32;0;0;0;-0.34;0
231;1-4-1940;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.38;0;0;0;945.25;0
232;1-4-1941;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.58;0;0;0;216.96;0
233;1-4-1942;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.71999996;0;0;0;222.81;0
234;1-4-1943;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;2.18;0;0;0;0;0
235;1-4-1944;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.099999994;0;0;0;0.61;0
236;1-4-1945;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;2.08;0;0;0;-0.02;0
237;1-4-1946;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.04;0;0;0;101.71;0
238;1-4-1947;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.58;0;0;0;618;0
239;1-4-1948;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.199999988;0;0;0;-0.63;0
240;1-4-1949;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;-0.28;0;0;0;0.04;0
241;1-4-1950;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.52;0;0;0;91.87;0
242;1-4-1951;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.26;0;0;0;258.54;0
243;1-4-1952;35;106.0094339;10.37663323;1115113.608;283268.2826;0;0;0.179999992;0;0;0;142.15;0
